sourceType,sourceId,entityName,executionMode,layer,facet,surface,controlled,modality,evidenceSource,evidenceQuote,confidence,refutation,gateWarnings,reviewerDecision,correctedSurface,correctedControlled,reviewerNote
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,IS,制御理論,,asserted,journals.json#sample-journal-c01e826c2723:description,システム制御情報学会が発行する、システム、制御、情報に関する,0.6,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,IS,システム科学,,asserted,journals.json#sample-journal-c01e826c2723:description,システム制御情報学会が発行する、システム、制御、情報に関する,0.6,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,Q,複雑な対象をシステムとしてモデル化し、その状態や振る舞いをどのように解析・制御できるのか？,,asserted,journals.json#sample-journal-c01e826c2723:questions,複雑な対象をシステムとしてモデル化し、その状態や振る舞いをど,0.6,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,Q,データ、モデル、最適化、制御理論を組み合わせることで、実システムの性能・安全性・信頼性をどう高められるのか？,,asserted,journals.json#sample-journal-c01e826c2723:questions,複雑な対象をシステムとしてモデル化し、その状態や振る舞いをど,0.6,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,M,理論的分析,理論研究,asserted,journals.json#sample-journal-c01e826c2723:description,システム制御情報学会が発行する、システム、制御、情報に関する,0.6,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,M,モデリング,モデリング,asserted,journals.json#sample-journal-c01e826c2723:description,システム制御情報学会が発行する、システム、制御、情報に関する,0.6,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,G1,,,,
journal,sample-journal-c01e826c2723,システム/制御/情報（システム制御情報学会誌）,RAPID,EXPR,SC,OA,,hypothesis,,,0.4,,G1,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,Σ,日本腎臓学会が関わる、腎臓病学の基礎・臨床研究を扱う国際誌。,,asserted,journals.json#sample-journal-bfe13a915e84:description,日本腎臓学会が関わる、腎臓病学の基礎・臨床研究を扱う国際誌。,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,IS,日本腎臓学会が関わる,,asserted,journals.json#sample-journal-bfe13a915e84:description,日本腎臓学会が関わる、腎臓病学の基礎・臨床研究を扱う国際誌。,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,IS,腎臓病学の基礎・臨床研究を扱う国際誌,,asserted,journals.json#sample-journal-bfe13a915e84:description,日本腎臓学会が関わる、腎臓病学の基礎・臨床研究を扱う国際誌。,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,IS,慢性腎臓病,,asserted,journals.json#sample-journal-bfe13a915e84:description,日本腎臓学会が関わる、腎臓病学の基礎・臨床研究を扱う国際誌。,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,Q,腎臓病は、糸球体、尿細管、免疫、血圧、代謝異常によってどのように発症・進行するのか？,,asserted,journals.json#sample-journal-bfe13a915e84:questions,腎臓病は、糸球体、尿細管、免疫、血圧、代謝異常によってどのよ,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,Q,臨床研究、腎病理、実験研究を組み合わせて、腎疾患の診断・治療・予後管理をどう改善できるのか？,,asserted,journals.json#sample-journal-bfe13a915e84:questions,腎臓病は、糸球体、尿細管、免疫、血圧、代謝異常によってどのよ,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,M,実験,実験,asserted,journals.json#sample-journal-bfe13a915e84:description,日本腎臓学会が関わる、腎臓病学の基礎・臨床研究を扱う国際誌。,0.6,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-bfe13a915e84,Clinical and Experimental Nephrology,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,Σ,American Society of Plant Biologists系の、植物生理学・植物分子生物学を扱う国際主要誌。,,asserted,journals.json#sample-journal-1fdf5d10b81a:description,American Society of Plant Biol,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,IS,American,,asserted,journals.json#sample-journal-1fdf5d10b81a:description,American Society of Plant Biol,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,IS,Society,,asserted,journals.json#sample-journal-1fdf5d10b81a:description,American Society of Plant Biol,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,IS,Plant,,asserted,journals.json#sample-journal-1fdf5d10b81a:description,American Society of Plant Biol,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,Q,植物は、光、水、栄養、温度、ストレスに応じて、生理機能をどのように調整するのか？,,asserted,journals.json#sample-journal-1fdf5d10b81a:questions,植物は、光、水、栄養、温度、ストレスに応じて、生理機能をどの,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,Q,分子生物学、生理学、ゲノム解析を通じて、植物の成長や環境応答をどう理解できるのか？,,asserted,journals.json#sample-journal-1fdf5d10b81a:questions,植物は、光、水、栄養、温度、ストレスに応じて、生理機能をどの,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,M,解析,解析,asserted,journals.json#sample-journal-1fdf5d10b81a:description,American Society of Plant Biol,0.6,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-1fdf5d10b81a,Plant Physiology,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,Σ,エネルギー・資源学会系の、エネルギー、資源、環境、社会システムに関する和文誌。,,asserted,journals.json#sample-journal-08b9a8007a15:description,エネルギー・資源学会系の、エネルギー、資源、環境、社会システ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,IS,エネルギー・資源学会系の,,asserted,journals.json#sample-journal-08b9a8007a15:description,エネルギー・資源学会系の、エネルギー、資源、環境、社会システ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,IS,エネルギー,,asserted,journals.json#sample-journal-08b9a8007a15:description,エネルギー・資源学会系の、エネルギー、資源、環境、社会システ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,IS,社会システムに関する和文誌,,asserted,journals.json#sample-journal-08b9a8007a15:description,エネルギー・資源学会系の、エネルギー、資源、環境、社会システ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,Q,エネルギーと資源の利用は、技術、経済、環境、政策の中でどのように最適化できるのか？,,asserted,journals.json#sample-journal-08b9a8007a15:questions,エネルギーと資源の利用は、技術、経済、環境、政策の中でどのよ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,Q,解説、研究、実践報告を通じて、脱炭素、資源循環、エネルギー政策をどう考えられるのか？,,asserted,journals.json#sample-journal-08b9a8007a15:questions,エネルギーと資源の利用は、技術、経済、環境、政策の中でどのよ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,M,最適化,最適化,asserted,journals.json#sample-journal-08b9a8007a15:description,エネルギー・資源学会系の、エネルギー、資源、環境、社会システ,0.6,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-08b9a8007a15,エネルギー・資源,RAPID,EXPR,SC,OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,Σ,AGUが発行する、大気科学を扱う国際主要誌。,,asserted,journals.json#sample-journal-26aae0d9e8a8:description,AGUが発行する、大気科学を扱う国際主要誌。大気物理、化学、,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,IS,大気科学を扱う国際主要誌,,asserted,journals.json#sample-journal-26aae0d9e8a8:description,AGUが発行する、大気科学を扱う国際主要誌。大気物理、化学、,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,IS,大気物理,,asserted,journals.json#sample-journal-26aae0d9e8a8:description,AGUが発行する、大気科学を扱う国際主要誌。大気物理、化学、,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,IS,エアロゾル,,asserted,journals.json#sample-journal-26aae0d9e8a8:description,AGUが発行する、大気科学を扱う国際主要誌。大気物理、化学、,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,Q,大気の構造や変動は、放射、雲、化学反応、循環、地表面との相互作用でどう決まるのか？,,asserted,journals.json#sample-journal-26aae0d9e8a8:questions,大気の構造や変動は、放射、雲、化学反応、循環、地表面との相互,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,Q,観測、理論、モデル解析を通じて、大気現象と気候への影響をどう理解できるのか？,,asserted,journals.json#sample-journal-26aae0d9e8a8:questions,大気の構造や変動は、放射、雲、化学反応、循環、地表面との相互,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,M,理論的分析,理論研究,asserted,journals.json#sample-journal-26aae0d9e8a8:description,AGUが発行する、大気科学を扱う国際主要誌。大気物理、化学、,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,M,解析,解析,asserted,journals.json#sample-journal-26aae0d9e8a8:description,AGUが発行する、大気科学を扱う国際主要誌。大気物理、化学、,0.6,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-26aae0d9e8a8,Journal of Geophysical Research: Atmospheres,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,Σ,National Academy of Sciencesが発行する、自然科学・社会科学・医学を横断する国際主要誌。,,asserted,journals.json#sample-journal-0badcbce964f:description,National Academy of Sciencesが発,0.6,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,IS,National,,asserted,journals.json#sample-journal-0badcbce964f:description,National Academy of Sciencesが発,0.6,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,IS,Academy,,asserted,journals.json#sample-journal-0badcbce964f:description,National Academy of Sciencesが発,0.6,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,IS,生命科学,,asserted,journals.json#sample-journal-0badcbce964f:description,National Academy of Sciencesが発,0.6,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,Q,分野を横断する科学的発見は、生命、物質、環境、社会の理解をどのように更新するのか？,,asserted,journals.json#sample-journal-0badcbce964f:questions,分野を横断する科学的発見は、生命、物質、環境、社会の理解をど,0.6,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,Q,多様な研究成果を広く共有することで、科学コミュニティ全体の議論や応用をどう促進できるのか？,,asserted,journals.json#sample-journal-0badcbce964f:questions,分野を横断する科学的発見は、生命、物質、環境、社会の理解をど,0.6,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,SC,週刊相当,,hypothesis,,,0.4,,,,,,
journal,sample-journal-0badcbce964f,PNAS,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,Σ,デジタル技術と創造性を扱う国際誌。,,asserted,journals.json#sample-journal-1a647b5bd771:description,デジタル技術と創造性を扱う国際誌。デジタルアート、デザイン、,0.6,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,IS,デジタル技術と創造性を扱う国際誌,,asserted,journals.json#sample-journal-1a647b5bd771:description,デジタル技術と創造性を扱う国際誌。デジタルアート、デザイン、,0.6,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,IS,デジタルアート,,asserted,journals.json#sample-journal-1a647b5bd771:description,デジタル技術と創造性を扱う国際誌。デジタルアート、デザイン、,0.6,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,IS,デザイン,,asserted,journals.json#sample-journal-1a647b5bd771:description,デジタル技術と創造性を扱う国際誌。デジタルアート、デザイン、,0.6,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,Q,デジタル技術は、創造性、表現、制作プロセス、鑑賞体験をどのように変えるのか？,,asserted,journals.json#sample-journal-1a647b5bd771:questions,デジタル技術は、創造性、表現、制作プロセス、鑑賞体験をどのよ,0.6,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,Q,デザイン研究、メディア研究、実践研究を通じて、デジタル創作の方法と価値をどう理解できるのか？,,asserted,journals.json#sample-journal-1a647b5bd771:questions,デジタル技術は、創造性、表現、制作プロセス、鑑賞体験をどのよ,0.6,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-1a647b5bd771,Digital Creativity,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,Σ,疼痛医学を扱う国際誌。,,asserted,journals.json#sample-journal-483097bb38b1:description,疼痛医学を扱う国際誌。慢性疼痛、神経障害性疼痛、薬物療法、介,0.6,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,IS,疼痛医学を扱う国際誌,,asserted,journals.json#sample-journal-483097bb38b1:description,疼痛医学を扱う国際誌。慢性疼痛、神経障害性疼痛、薬物療法、介,0.6,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,IS,慢性疼痛,,asserted,journals.json#sample-journal-483097bb38b1:description,疼痛医学を扱う国際誌。慢性疼痛、神経障害性疼痛、薬物療法、介,0.6,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,IS,神経障害性疼痛,,asserted,journals.json#sample-journal-483097bb38b1:description,疼痛医学を扱う国際誌。慢性疼痛、神経障害性疼痛、薬物療法、介,0.6,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,Q,疼痛診療では、薬物、神経ブロック、心理、リハビリをどのように組み合わせるべきか？,,asserted,journals.json#sample-journal-483097bb38b1:questions,疼痛診療では、薬物、神経ブロック、心理、リハビリをどのように,0.6,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,Q,臨床研究、症例、治療評価を通じて、疼痛管理の安全性と有効性をどう高められるのか？,,asserted,journals.json#sample-journal-483097bb38b1:questions,疼痛診療では、薬物、神経ブロック、心理、リハビリをどのように,0.6,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-483097bb38b1,Pain Medicine,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,Σ,デザイン学を扱う国内誌。,,asserted,journals.json#sample-journal-e0fb7e6148f2:description,デザイン学を扱う国内誌。プロダクト、情報、環境、サービス、感,0.6,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,IS,デザイン学を扱う国内誌,,asserted,journals.json#sample-journal-e0fb7e6148f2:description,デザイン学を扱う国内誌。プロダクト、情報、環境、サービス、感,0.6,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,IS,プロダクト,,asserted,journals.json#sample-journal-e0fb7e6148f2:description,デザイン学を扱う国内誌。プロダクト、情報、環境、サービス、感,0.6,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,IS,サービス,,asserted,journals.json#sample-journal-e0fb7e6148f2:description,デザイン学を扱う国内誌。プロダクト、情報、環境、サービス、感,0.6,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,Q,人間の経験や社会課題に対して、デザインはどのような方法で解決案を形にするのか？,,asserted,journals.json#sample-journal-e0fb7e6148f2:questions,人間の経験や社会課題に対して、デザインはどのような方法で解決,0.6,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,Q,デザイン方法論、評価、事例研究を通じて、人工物・サービス・環境の質をどう高められるのか？,,asserted,journals.json#sample-journal-e0fb7e6148f2:questions,人間の経験や社会課題に対して、デザインはどのような方法で解決,0.6,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,SC,確認中,,hypothesis,,,0.4,,,,,,
journal,sample-journal-e0fb7e6148f2,デザイン学研究,RAPID,EXPR,SC,一部OA,,hypothesis,,,0.4,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,Σ,臨床腫瘍学を扱うThe Lancet系の国際主要誌。,,asserted,journals.json#sample-journal-4cc37a9f577d:description,臨床腫瘍学を扱うThe Lancet系の国際主要誌。がん臨床,0.6,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,IS,臨床腫瘍学を扱うThe,,asserted,journals.json#sample-journal-4cc37a9f577d:description,臨床腫瘍学を扱うThe Lancet系の国際主要誌。がん臨床,0.6,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,IS,Lancet系の国際主要誌,,asserted,journals.json#sample-journal-4cc37a9f577d:description,臨床腫瘍学を扱うThe Lancet系の国際主要誌。がん臨床,0.6,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,IS,がん臨床試験,,asserted,journals.json#sample-journal-4cc37a9f577d:description,臨床腫瘍学を扱うThe Lancet系の国際主要誌。がん臨床,0.6,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,Q,がん医療は、臨床試験、医療制度、地域差、政策、患者アウトカムの観点からどう改善できるのか？,,asserted,journals.json#sample-journal-4cc37a9f577d:questions,がん医療は、臨床試験、医療制度、地域差、政策、患者アウトカム,0.6,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,Q,高水準の臨床研究、レビュー、政策論文を通じて、がん治療とがん対策の方向性をどう示せるのか？,,asserted,journals.json#sample-journal-4cc37a9f577d:questions,がん医療は、臨床試験、医療制度、地域差、政策、患者アウトカム,0.6,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,SC,月刊,,hypothesis,,,0.4,,,,,,
journal,sample-journal-4cc37a9f577d,The Lancet Oncology,RAPID,EXPR,SC,購読型／一部OA,,hypothesis,,,0.4,,,,,,
